Sales_Order_No,Customer_ID,FG_Item_ID,Ordered_Qty,Unit_Price,Order_Date,Requested_Delivery_Date,Sales_Status
SO01476,CUST062,FG0062,142,73350,2026-02-09,2026-03-01,Open
SO01477,CUST065,FG0089,24,21856,2026-01-02,2026-01-07,Shipped
SO01478,CUST097,FG0085,280,35093,2026-05-11,2026-06-02,Open
SO01479,CUST069,FG0086,252,57705,2025-10-02,2025-10-14,Shipped
SO01480,CUST061,FG0001,16,53401,2026-01-29,2026-02-09,Shipped
SO01481,CUST068,FG0067,224,38657,2026-01-14,2026-02-07,Open
SO01482,CUST028,FG0057,21,10773,2025-09-05,2025-09-16,Open
SO01483,CUST027,FG0070,98,55176,2026-05-21,2026-06-15,Shipped
SO01484,CUST077,FG0022,184,52510,2026-03-14,2026-03-21,Open
SO01485,CUST063,FG0061,158,17057,2026-06-13,2026-07-08,Released
SO01486,CUST047,FG0092,30,16595,2025-05-09,2025-05-25,Released
SO01487,CUST074,FG0081,223,73367,2025-01-05,2025-01-13,Open
SO01488,CUST093,FG0082,246,56818,2025-06-08,2025-06-20,Released
SO01489,CUST004,FG0095,192,34776,2025-01-09,2025-01-26,Released
SO01490,CUST037,FG0014,298,28553,2026-03-14,2026-03-31,Released
SO01491,CUST099,FG0097,191,56680,2025-06-10,2025-07-02,Shipped
SO01492,CUST001,FG0071,291,10260,2025-11-12,2025-11-29,Released
SO01493,CUST025,FG0059,21,32047,2026-03-16,2026-03-23,Released
SO01494,CUST072,FG0025,56,46207,2025-06-04,2025-06-26,Shipped
SO01495,CUST035,FG0066,201,57949,2025-08-05,2025-08-17,Open
SO01496,CUST035,FG0025,147,24772,2026-03-17,2026-03-31,Released
SO01497,CUST073,FG0007,194,20119,2025-08-04,2025-08-28,Released
SO01498,CUST027,FG0023,238,60863,2026-02-09,2026-03-06,Open
SO01499,CUST038,FG0066,207,24202,2026-02-26,2026-03-22,Released
SO01500,CUST038,FG0088,75,75714,2025-09-08,2025-09-29,Shipped
SO01501,CUST071,FG0021,59,44019,2026-05-29,2026-06-23,Released
SO01502,CUST045,FG0100,244,35203,2025-03-23,2025-04-04,Open
SO01503,CUST002,FG0033,253,28770,2025-02-22,2025-03-06,Open
SO01504,CUST092,FG0023,176,40094,2025-05-30,2025-06-14,Released
SO01505,CUST071,FG0011,138,23258,2026-05-24,2026-06-05,Open
SO01506,CUST017,FG0017,21,79624,2025-07-20,2025-07-29,Released
SO01507,CUST079,FG0061,290,42660,2026-01-11,2026-01-27,Open
SO01508,CUST098,FG0044,203,38339,2026-01-13,2026-01-24,Released
SO01509,CUST064,FG0083,130,63213,2026-03-05,2026-03-25,Open
SO01510,CUST069,FG0038,204,51838,2026-03-20,2026-04-14,Shipped
SO01511,CUST065,FG0076,184,32792,2025-04-22,2025-05-09,Open
SO01512,CUST050,FG0089,187,29420,2026-01-23,2026-02-14,Open
SO01513,CUST013,FG0009,108,53630,2025-05-13,2025-06-05,Open
SO01514,CUST049,FG0085,201,51941,2025-09-17,2025-10-02,Shipped
SO01515,CUST089,FG0034,77,12019,2025-12-16,2025-12-26,Released
SO01516,CUST003,FG0080,254,16294,2026-02-03,2026-02-28,Shipped
SO01517,CUST016,FG0068,240,27243,2025-05-02,2025-05-21,Released
SO01518,CUST012,FG0053,195,77507,2025-06-14,2025-06-25,Released
SO01519,CUST009,FG0076,60,51867,2025-05-19,2025-05-26,Released
SO01520,CUST075,FG0006,122,26146,2025-02-14,2025-03-03,Open
SO01521,CUST075,FG0011,161,18770,2025-05-24,2025-06-05,Open
SO01522,CUST066,FG0021,192,60570,2026-04-21,2026-04-27,Released
SO01523,CUST033,FG0007,280,10878,2025-11-29,2025-12-06,Released
SO01524,CUST079,FG0068,96,30916,2025-09-25,2025-10-06,Shipped
SO01525,CUST002,FG0087,298,66191,2025-05-03,2025-05-18,Open
SO01526,CUST093,FG0091,98,26953,2025-03-15,2025-04-06,Shipped
SO01527,CUST017,FG0061,74,72419,2025-09-10,2025-09-26,Shipped
SO01528,CUST067,FG0054,238,72039,2026-06-05,2026-06-30,Shipped
SO01529,CUST028,FG0079,53,22068,2026-03-21,2026-04-10,Open
SO01530,CUST089,FG0038,179,25800,2026-02-03,2026-02-19,Open
SO01531,CUST068,FG0093,68,56601,2025-05-26,2025-06-11,Released
SO01532,CUST083,FG0045,286,25610,2025-07-01,2025-07-12,Open
SO01533,CUST080,FG0063,177,31077,2026-06-19,2026-06-30,Shipped
SO01534,CUST014,FG0099,131,57294,2026-02-13,2026-03-09,Open
SO01535,CUST065,FG0098,152,22220,2025-05-12,2025-05-28,Open
SO01536,CUST087,FG0038,113,32825,2025-02-12,2025-02-27,Open
SO01537,CUST018,FG0019,241,29545,2025-07-10,2025-07-23,Open
SO01538,CUST096,FG0036,14,34595,2025-01-05,2025-01-22,Open
SO01539,CUST034,FG0044,200,19496,2025-09-18,2025-09-27,Released
SO01540,CUST001,FG0067,154,44742,2025-09-20,2025-10-05,Open
SO01541,CUST063,FG0050,166,62338,2025-05-17,2025-06-09,Released
SO01542,CUST008,FG0027,84,75894,2025-10-01,2025-10-17,Shipped
SO01543,CUST072,FG0036,40,31153,2025-06-11,2025-06-20,Open
SO01544,CUST019,FG0007,220,21723,2025-11-30,2025-12-06,Released
SO01545,CUST061,FG0073,43,45920,2025-08-25,2025-09-01,Released
SO01546,CUST043,FG0053,296,10665,2025-01-30,2025-02-16,Shipped
SO01547,CUST003,FG0039,256,69496,2025-07-19,2025-08-13,Released
SO01548,CUST005,FG0022,245,45687,2025-05-15,2025-06-07,Open
SO01549,CUST050,FG0011,223,47698,2025-06-22,2025-06-29,Open
SO01550,CUST093,FG0088,278,28535,2025-10-22,2025-11-07,Shipped
SO01551,CUST091,FG0089,286,31157,2025-08-16,2025-08-24,Released
SO01552,CUST010,FG0015,175,59966,2025-01-05,2025-01-10,Open
SO01553,CUST033,FG0034,80,10592,2025-12-28,2026-01-20,Released
SO01554,CUST074,FG0092,126,48333,2025-01-10,2025-02-01,Open
SO01555,CUST014,FG0021,59,16079,2025-10-25,2025-11-15,Shipped
SO01556,CUST054,FG0037,260,60186,2026-04-27,2026-05-02,Shipped
SO01557,CUST050,FG0056,295,35412,2026-04-28,2026-05-19,Released
SO01558,CUST044,FG0019,258,29750,2025-04-16,2025-05-06,Shipped
SO01559,CUST009,FG0028,218,57937,2026-05-07,2026-05-21,Open
SO01560,CUST027,FG0022,284,18990,2025-02-20,2025-03-12,Released
SO01561,CUST099,FG0069,228,74666,2025-12-23,2026-01-10,Shipped
SO01562,CUST011,FG0047,144,78601,2025-01-03,2025-01-25,Released
SO01563,CUST051,FG0065,128,77053,2025-04-28,2025-05-10,Open
SO01564,CUST085,FG0010,255,38475,2025-10-26,2025-11-02,Open
SO01565,CUST092,FG0076,163,77227,2025-05-20,2025-06-02,Released
SO01566,CUST049,FG0057,153,19126,2025-12-20,2026-01-07,Shipped
SO01567,CUST015,FG0072,67,49919,2025-07-26,2025-08-13,Open
SO01568,CUST088,FG0030,64,78980,2026-06-25,2026-07-14,Shipped
SO01569,CUST006,FG0007,119,74245,2025-09-24,2025-09-30,Released
SO01570,CUST007,FG0032,288,76689,2025-02-12,2025-03-07,Open
SO01571,CUST014,FG0077,275,16570,2025-07-19,2025-07-29,Released
SO01572,CUST091,FG0070,200,46767,2025-07-20,2025-08-10,Shipped
SO01573,CUST026,FG0096,238,52142,2025-05-29,2025-06-23,Open
SO01574,CUST096,FG0017,271,76895,2025-05-23,2025-06-12,Open
SO01575,CUST066,FG0017,290,61790,2025-03-13,2025-03-31,Released
SO01576,CUST076,FG0071,46,73709,2025-12-07,2025-12-18,Open
SO01577,CUST064,FG0045,219,10888,2026-03-12,2026-03-24,Shipped
SO01578,CUST078,FG0083,68,24315,2025-02-28,2025-03-19,Shipped
SO01579,CUST079,FG0015,129,25785,2025-09-17,2025-10-03,Released
SO01580,CUST025,FG0006,100,18706,2025-04-10,2025-04-27,Shipped
SO01581,CUST078,FG0020,36,39911,2025-03-03,2025-03-17,Shipped
SO01582,CUST033,FG0046,65,75721,2025-07-15,2025-07-29,Released
SO01583,CUST067,FG0090,92,67679,2025-09-30,2025-10-15,Open
SO01584,CUST098,FG0003,99,62060,2025-06-27,2025-07-09,Open
SO01585,CUST098,FG0049,262,59566,2025-05-07,2025-05-28,Shipped
SO01586,CUST067,FG0042,263,65755,2026-02-27,2026-03-12,Released
SO01587,CUST050,FG0009,117,13333,2025-10-03,2025-10-23,Shipped
SO01588,CUST016,FG0088,185,18469,2025-02-06,2025-02-21,Released
SO01589,CUST067,FG0023,269,18228,2026-01-16,2026-01-31,Shipped
SO01590,CUST076,FG0062,230,26966,2025-11-27,2025-12-11,Open
SO01591,CUST051,FG0047,55,24806,2026-01-30,2026-02-23,Released
SO01592,CUST095,FG0022,80,79094,2025-01-27,2025-02-19,Shipped
SO01593,CUST071,FG0073,257,11711,2025-05-15,2025-06-04,Released
SO01594,CUST060,FG0032,67,34990,2025-10-25,2025-11-13,Released
SO01595,CUST038,FG0039,270,32588,2026-06-25,2026-07-03,Open
SO01596,CUST029,FG0059,149,64286,2025-05-12,2025-05-17,Released
SO01597,CUST073,FG0067,252,72804,2025-07-08,2025-07-25,Open
SO01598,CUST003,FG0085,60,46314,2025-12-21,2025-12-30,Open
SO01599,CUST087,FG0058,266,66091,2025-05-08,2025-05-15,Released
SO01600,CUST002,FG0069,80,22048,2025-02-15,2025-02-21,Open
SO01601,CUST049,FG0016,29,14941,2026-05-23,2026-06-09,Shipped
SO01602,CUST053,FG0007,16,13341,2026-02-18,2026-03-07,Released
SO01603,CUST031,FG0093,217,14345,2025-08-31,2025-09-14,Open
SO01604,CUST069,FG0100,193,73835,2025-11-26,2025-12-05,Shipped
SO01605,CUST069,FG0014,33,37954,2025-10-22,2025-11-05,Shipped
SO01606,CUST070,FG0012,157,26679,2026-04-14,2026-04-28,Shipped
SO01607,CUST075,FG0041,97,45200,2025-09-19,2025-10-01,Released
SO01608,CUST035,FG0047,236,40402,2025-04-17,2025-05-10,Open
SO01609,CUST096,FG0051,109,76707,2025-02-04,2025-02-25,Shipped
SO01610,CUST016,FG0084,209,50042,2025-06-09,2025-06-18,Shipped
SO01611,CUST037,FG0061,204,64859,2026-02-08,2026-02-14,Shipped
SO01612,CUST012,FG0095,50,44794,2026-01-18,2026-02-02,Shipped
SO01613,CUST024,FG0015,233,39576,2026-01-26,2026-02-16,Released
SO01614,CUST026,FG0099,236,27529,2026-05-20,2026-06-04,Open
SO01615,CUST066,FG0011,51,15652,2025-01-18,2025-01-29,Shipped
SO01616,CUST057,FG0048,106,22291,2025-02-23,2025-02-28,Shipped
SO01617,CUST048,FG0049,17,64640,2026-03-15,2026-04-07,Shipped
SO01618,CUST063,FG0006,259,50551,2026-03-01,2026-03-20,Released
SO01619,CUST069,FG0035,277,52605,2025-11-18,2025-12-13,Open
SO01620,CUST072,FG0005,25,45210,2025-02-27,2025-03-08,Released
SO01621,CUST043,FG0033,87,37562,2026-01-27,2026-02-01,Released
SO01622,CUST047,FG0092,288,74250,2026-05-18,2026-05-28,Shipped
SO01623,CUST062,FG0023,238,24846,2025-01-20,2025-02-01,Open
SO01624,CUST006,FG0025,261,22250,2026-01-02,2026-01-17,Released
SO01625,CUST082,FG0022,242,37961,2026-05-02,2026-05-18,Shipped
SO01626,CUST023,FG0015,104,11349,2025-10-11,2025-10-30,Open
SO01627,CUST095,FG0009,73,54134,2026-01-05,2026-01-19,Released
SO01628,CUST002,FG0051,177,50774,2025-02-16,2025-03-06,Released
SO01629,CUST066,FG0063,89,75592,2025-08-12,2025-09-06,Open
SO01630,CUST080,FG0043,49,43308,2025-08-23,2025-09-10,Shipped
SO01631,CUST038,FG0094,171,69693,2025-09-16,2025-10-04,Released
SO01632,CUST014,FG0005,183,70155,2025-01-03,2025-01-09,Released
SO01633,CUST067,FG0048,262,75502,2026-05-09,2026-05-29,Shipped
SO01634,CUST028,FG0100,185,21165,2026-04-17,2026-04-23,Open
SO01635,CUST086,FG0064,143,12983,2025-11-20,2025-12-12,Released
SO01636,CUST073,FG0025,135,75364,2025-11-22,2025-11-28,Shipped
SO01637,CUST068,FG0030,30,57312,2025-06-18,2025-06-24,Shipped
SO01638,CUST041,FG0032,251,61691,2026-06-12,2026-06-29,Open
SO01639,CUST033,FG0071,213,37517,2025-09-13,2025-10-02,Shipped
SO01640,CUST027,FG0066,163,61496,2025-12-06,2025-12-24,Released
SO01641,CUST092,FG0069,29,17747,2025-05-10,2025-06-04,Shipped
SO01642,CUST031,FG0049,32,69974,2025-12-21,2025-12-29,Open
SO01643,CUST087,FG0035,40,13145,2025-07-31,2025-08-17,Released
SO01644,CUST085,FG0055,291,69197,2026-03-24,2026-04-11,Open
SO01645,CUST064,FG0083,182,79418,2025-03-11,2025-03-30,Open
SO01646,CUST070,FG0089,200,38510,2025-07-23,2025-08-02,Shipped
SO01647,CUST083,FG0071,254,26362,2025-10-20,2025-11-14,Shipped
SO01648,CUST051,FG0077,116,66314,2025-10-24,2025-11-09,Shipped
SO01649,CUST017,FG0015,254,56306,2025-03-31,2025-04-17,Shipped
SO01650,CUST043,FG0013,99,38180,2025-07-29,2025-08-08,Open
SO01651,CUST020,FG0041,148,74093,2025-03-28,2025-04-08,Open
SO01652,CUST057,FG0075,25,59161,2025-10-19,2025-10-31,Open
SO01653,CUST076,FG0094,15,45422,2025-07-19,2025-08-12,Shipped
SO01654,CUST002,FG0034,103,42035,2025-05-28,2025-06-19,Released
SO01655,CUST023,FG0080,120,50149,2026-02-22,2026-03-04,Shipped
SO01656,CUST079,FG0093,260,65415,2025-07-29,2025-08-19,Open
SO01657,CUST069,FG0097,278,58782,2025-12-21,2026-01-07,Released
SO01658,CUST095,FG0071,67,63138,2026-05-03,2026-05-26,Shipped
SO01659,CUST035,FG0031,300,43836,2025-07-11,2025-07-25,Released
SO01660,CUST061,FG0022,117,20576,2025-03-30,2025-04-09,Shipped
SO01661,CUST066,FG0032,87,29561,2025-02-05,2025-02-15,Released
SO01662,CUST043,FG0095,119,52354,2025-10-31,2025-11-16,Released
SO01663,CUST066,FG0015,241,73992,2025-06-09,2025-06-15,Released
SO01664,CUST009,FG0069,233,21675,2025-07-02,2025-07-09,Open
SO01665,CUST040,FG0072,59,65132,2026-06-19,2026-06-25,Shipped
SO01666,CUST078,FG0053,191,16985,2025-07-19,2025-08-04,Released
SO01667,CUST054,FG0087,72,55340,2026-02-16,2026-02-22,Released
SO01668,CUST042,FG0022,84,57819,2025-01-01,2025-01-23,Open
SO01669,CUST029,FG0076,91,34462,2025-12-30,2026-01-08,Open
SO01670,CUST077,FG0093,189,13106,2026-03-04,2026-03-19,Open
SO01671,CUST020,FG0047,207,39482,2025-03-23,2025-04-09,Shipped
SO01672,CUST070,FG0024,169,22905,2026-04-19,2026-05-13,Released
SO01673,CUST028,FG0056,253,74776,2025-01-08,2025-01-30,Open
SO01674,CUST037,FG0098,251,12722,2025-10-22,2025-10-27,Open
SO01675,CUST100,FG0017,66,72747,2025-10-19,2025-10-28,Released
SO01676,CUST061,FG0007,288,52664,2025-11-09,2025-12-01,Released
SO01677,CUST090,FG0068,227,49226,2025-07-22,2025-08-13,Released
SO01678,CUST041,FG0048,167,15150,2025-07-04,2025-07-19,Released
SO01679,CUST008,FG0054,20,50100,2026-04-23,2026-04-28,Released
SO01680,CUST061,FG0007,246,10793,2026-06-15,2026-07-10,Released
SO01681,CUST082,FG0028,89,74345,2025-09-07,2025-09-19,Released
SO01682,CUST073,FG0092,48,71049,2025-10-03,2025-10-09,Open
SO01683,CUST063,FG0077,158,60746,2026-02-24,2026-03-15,Shipped
SO01684,CUST043,FG0044,203,19382,2025-11-28,2025-12-07,Released
SO01685,CUST009,FG0035,272,32030,2025-12-28,2026-01-10,Open
SO01686,CUST054,FG0043,165,31475,2025-08-20,2025-08-26,Shipped
SO01687,CUST063,FG0057,37,72852,2025-05-17,2025-05-22,Open
SO01688,CUST096,FG0047,278,20656,2025-03-13,2025-03-30,Shipped
SO01689,CUST050,FG0067,194,18509,2026-05-21,2026-05-26,Open
SO01690,CUST031,FG0041,148,49525,2025-12-21,2025-12-28,Released
SO01691,CUST098,FG0008,138,66736,2025-04-05,2025-04-25,Released
SO01692,CUST022,FG0078,60,72048,2026-02-04,2026-02-19,Open
SO01693,CUST042,FG0038,287,62649,2025-10-19,2025-11-13,Shipped
SO01694,CUST076,FG0018,76,76654,2026-03-28,2026-04-11,Released
SO01695,CUST002,FG0083,160,39946,2025-11-16,2025-12-02,Shipped
SO01696,CUST085,FG0035,78,67808,2026-04-23,2026-05-03,Open
SO01697,CUST057,FG0078,70,35612,2025-11-13,2025-11-25,Open
SO01698,CUST008,FG0045,271,40565,2026-05-22,2026-06-04,Shipped
SO01699,CUST089,FG0078,40,34773,2025-08-27,2025-09-12,Shipped
SO01700,CUST083,FG0098,251,34609,2025-10-17,2025-10-28,Released
SO01701,CUST048,FG0043,218,50410,2025-08-30,2025-09-07,Released
SO01702,CUST055,FG0023,112,54741,2025-07-05,2025-07-28,Shipped
SO01703,CUST038,FG0012,244,38906,2025-02-26,2025-03-11,Shipped
SO01704,CUST025,FG0038,149,18357,2026-05-10,2026-05-21,Shipped
SO01705,CUST046,FG0087,223,79459,2025-02-16,2025-03-10,Released
SO01706,CUST047,FG0073,210,21282,2026-05-25,2026-06-07,Released
SO01707,CUST011,FG0091,120,18590,2026-06-10,2026-07-05,Shipped
SO01708,CUST083,FG0018,286,74974,2025-10-03,2025-10-24,Released
SO01709,CUST072,FG0054,243,40504,2025-01-26,2025-02-11,Released
SO01710,CUST097,FG0049,14,78726,2026-02-22,2026-03-08,Open
SO01711,CUST075,FG0093,223,44411,2025-04-27,2025-05-14,Shipped
SO01712,CUST077,FG0037,149,13918,2025-11-12,2025-11-22,Released
SO01713,CUST066,FG0001,258,67954,2025-04-01,2025-04-20,Shipped
SO01714,CUST083,FG0014,252,37579,2025-05-24,2025-06-07,Open
SO01715,CUST053,FG0034,126,54745,2026-04-30,2026-05-15,Released
SO01716,CUST030,FG0041,225,70770,2025-05-30,2025-06-18,Open
SO01717,CUST045,FG0084,39,75246,2026-01-20,2026-01-31,Shipped
SO01718,CUST090,FG0074,36,24348,2025-11-02,2025-11-26,Shipped
SO01719,CUST012,FG0049,248,55010,2026-06-09,2026-06-28,Shipped
SO01720,CUST086,FG0076,240,27636,2025-06-23,2025-07-01,Released
SO01721,CUST006,FG0027,76,49713,2025-02-25,2025-03-03,Shipped
SO01722,CUST087,FG0012,208,32666,2025-02-13,2025-02-20,Shipped
SO01723,CUST076,FG0046,107,53968,2025-12-18,2026-01-03,Shipped
SO01724,CUST073,FG0100,98,55518,2026-05-17,2026-05-28,Released
SO01725,CUST002,FG0100,226,41427,2025-09-14,2025-09-19,Released
SO01726,CUST094,FG0091,124,19670,2026-05-13,2026-05-23,Shipped
SO01727,CUST063,FG0079,179,38026,2025-04-08,2025-04-18,Shipped
SO01728,CUST041,FG0013,128,66751,2025-10-25,2025-11-18,Open
SO01729,CUST023,FG0058,122,51393,2025-03-21,2025-04-04,Open
SO01730,CUST022,FG0047,235,36414,2025-10-09,2025-10-24,Shipped
SO01731,CUST015,FG0077,116,61379,2026-03-20,2026-04-10,Open
SO01732,CUST074,FG0044,245,44842,2026-05-07,2026-06-01,Shipped
SO01733,CUST033,FG0056,222,65317,2025-10-08,2025-10-17,Released
SO01734,CUST069,FG0050,92,19015,2026-02-04,2026-02-20,Released
SO01735,CUST068,FG0067,119,51891,2025-11-11,2025-11-21,Released
SO01736,CUST057,FG0053,200,31823,2026-05-03,2026-05-11,Released
SO01737,CUST092,FG0098,177,15342,2026-02-25,2026-03-21,Open
SO01738,CUST068,FG0056,81,67558,2025-03-16,2025-03-27,Shipped
SO01739,CUST050,FG0093,162,26276,2025-10-24,2025-11-02,Released
SO01740,CUST090,FG0100,230,39267,2025-03-27,2025-04-02,Open
SO01741,CUST044,FG0088,249,47707,2025-04-07,2025-04-28,Released
SO01742,CUST043,FG0050,29,15157,2025-01-13,2025-01-25,Open
SO01743,CUST002,FG0039,102,77260,2025-11-16,2025-12-01,Shipped
SO01744,CUST032,FG0087,39,62382,2025-09-17,2025-09-28,Released
SO01745,CUST013,FG0005,167,38811,2025-09-10,2025-10-01,Released
SO01746,CUST012,FG0060,13,44322,2026-05-08,2026-05-13,Released
SO01747,CUST054,FG0053,126,22491,2026-01-25,2026-02-10,Open
SO01748,CUST029,FG0094,208,50198,2025-05-23,2025-06-14,Open
SO01749,CUST005,FG0079,124,36775,2025-03-31,2025-04-22,Shipped
SO01750,CUST060,FG0035,134,50527,2025-03-05,2025-03-30,Shipped
SO01751,CUST045,FG0022,113,34809,2025-07-09,2025-07-15,Shipped
SO01752,CUST043,FG0052,22,47729,2025-12-03,2025-12-17,Shipped
SO01753,CUST026,FG0099,278,23097,2026-04-27,2026-05-05,Shipped
SO01754,CUST052,FG0035,24,29402,2026-01-27,2026-02-07,Released
SO01755,CUST081,FG0022,180,12057,2025-04-11,2025-04-17,Released
SO01756,CUST042,FG0029,16,53956,2025-03-04,2025-03-18,Released
SO01757,CUST020,FG0018,155,58667,2026-04-01,2026-04-25,Open
SO01758,CUST023,FG0048,72,42632,2026-03-09,2026-03-26,Released
SO01759,CUST090,FG0050,146,65536,2025-10-20,2025-10-30,Open
SO01760,CUST016,FG0033,199,27422,2025-11-19,2025-12-02,Released
SO01761,CUST018,FG0068,281,74589,2025-08-07,2025-08-25,Open
SO01762,CUST049,FG0042,260,46222,2026-01-09,2026-01-28,Open
SO01763,CUST081,FG0057,206,70932,2026-05-30,2026-06-10,Shipped
SO01764,CUST026,FG0100,41,71551,2025-03-31,2025-04-21,Shipped
SO01765,CUST017,FG0052,155,36317,2025-01-25,2025-01-30,Released
SO01766,CUST052,FG0019,168,14533,2025-04-14,2025-05-05,Shipped
SO01767,CUST055,FG0044,208,52385,2026-05-26,2026-06-14,Released
SO01768,CUST088,FG0071,300,22200,2025-04-22,2025-04-29,Shipped
SO01769,CUST025,FG0036,94,10004,2025-04-01,2025-04-11,Shipped
SO01770,CUST003,FG0073,115,62209,2026-06-19,2026-06-26,Open
SO01771,CUST071,FG0097,216,16626,2026-05-16,2026-06-04,Released
SO01772,CUST061,FG0072,211,71819,2025-11-15,2025-12-09,Released
SO01773,CUST056,FG0100,134,15192,2025-08-18,2025-09-08,Open
SO01774,CUST061,FG0099,232,79893,2025-01-08,2025-02-01,Shipped
SO01775,CUST046,FG0052,102,13715,2025-01-19,2025-02-09,Released
SO01776,CUST001,FG0084,184,77971,2026-02-24,2026-03-16,Released
SO01777,CUST034,FG0027,123,75917,2025-02-01,2025-02-13,Open
SO01778,CUST064,FG0043,297,31427,2026-05-08,2026-05-23,Shipped
SO01779,CUST067,FG0079,254,74960,2026-06-23,2026-07-13,Open
SO01780,CUST043,FG0074,146,73215,2025-10-18,2025-10-24,Open
SO01781,CUST094,FG0085,144,59998,2026-01-14,2026-02-07,Shipped
SO01782,CUST069,FG0059,112,78177,2025-05-23,2025-06-01,Released
SO01783,CUST057,FG0037,11,74131,2025-03-18,2025-03-29,Open
SO01784,CUST032,FG0085,244,21693,2025-04-12,2025-04-18,Shipped
SO01785,CUST083,FG0032,152,69095,2025-07-03,2025-07-22,Shipped
SO01786,CUST088,FG0028,39,10382,2026-04-11,2026-04-27,Shipped
SO01787,CUST050,FG0050,159,50745,2025-11-28,2025-12-17,Open
SO01788,CUST087,FG0064,92,39969,2026-01-04,2026-01-10,Released
SO01789,CUST100,FG0027,98,78781,2025-08-31,2025-09-18,Released
SO01790,CUST092,FG0080,62,17346,2025-11-15,2025-12-03,Released
SO01791,CUST094,FG0041,262,28333,2025-02-20,2025-02-26,Shipped
SO01792,CUST036,FG0003,117,26079,2025-03-25,2025-04-14,Released
SO01793,CUST067,FG0027,147,28391,2026-03-12,2026-04-03,Open
SO01794,CUST081,FG0075,148,24167,2026-04-12,2026-04-25,Released
SO01795,CUST040,FG0061,56,19771,2026-03-01,2026-03-25,Shipped
SO01796,CUST031,FG0061,148,59654,2025-08-19,2025-09-10,Released
SO01797,CUST043,FG0091,142,48714,2025-02-21,2025-03-06,Open
SO01798,CUST037,FG0090,283,11684,2026-05-08,2026-05-21,Released
SO01799,CUST084,FG0005,295,76708,2025-11-10,2025-11-30,Shipped
SO01800,CUST059,FG0004,244,75739,2026-06-16,2026-06-30,Shipped
SO01801,CUST071,FG0066,159,35246,2026-05-21,2026-06-10,Released
SO01802,CUST017,FG0058,268,35348,2025-07-10,2025-07-17,Released
SO01803,CUST080,FG0071,21,74594,2025-12-30,2026-01-11,Open
SO01804,CUST084,FG0011,78,51798,2025-03-05,2025-03-27,Shipped
SO01805,CUST022,FG0065,14,36082,2025-06-18,2025-06-26,Open
SO01806,CUST038,FG0022,157,11774,2025-06-25,2025-07-01,Shipped
SO01807,CUST038,FG0027,46,20240,2025-02-20,2025-03-01,Open
SO01808,CUST007,FG0042,272,59148,2026-01-13,2026-01-30,Released
SO01809,CUST096,FG0066,143,34568,2025-09-10,2025-09-29,Open
SO01810,CUST010,FG0048,179,57017,2026-01-22,2026-02-14,Released
SO01811,CUST042,FG0084,258,67259,2025-09-21,2025-09-26,Released
SO01812,CUST020,FG0066,176,61325,2025-05-19,2025-05-30,Released
SO01813,CUST050,FG0095,245,65214,2025-03-19,2025-04-06,Open
SO01814,CUST038,FG0028,37,73024,2026-06-20,2026-07-15,Open
SO01815,CUST069,FG0011,263,12391,2026-05-14,2026-05-28,Open
SO01816,CUST031,FG0064,199,51351,2025-05-02,2025-05-09,Released
SO01817,CUST030,FG0082,299,47796,2025-10-19,2025-11-11,Shipped
SO01818,CUST053,FG0046,278,48550,2025-04-27,2025-05-17,Shipped
SO01819,CUST097,FG0062,284,13412,2025-09-15,2025-10-10,Open
SO01820,CUST050,FG0024,191,18967,2025-02-24,2025-03-11,Released
SO01821,CUST088,FG0075,175,12352,2026-02-14,2026-03-01,Open
SO01822,CUST013,FG0033,80,37975,2025-10-22,2025-10-27,Released
SO01823,CUST019,FG0082,267,56896,2025-02-23,2025-03-05,Open
SO01824,CUST067,FG0036,99,33832,2025-01-09,2025-01-17,Shipped
SO01825,CUST042,FG0026,231,12988,2025-03-28,2025-04-15,Released
SO01826,CUST094,FG0056,139,44338,2025-07-17,2025-07-26,Released
SO01827,CUST033,FG0067,61,63264,2025-06-03,2025-06-12,Shipped
SO01828,CUST061,FG0089,101,44347,2026-03-02,2026-03-18,Shipped
SO01829,CUST072,FG0057,139,27792,2025-03-13,2025-04-04,Open
SO01830,CUST089,FG0011,211,40798,2025-05-01,2025-05-14,Shipped
SO01831,CUST028,FG0092,250,73744,2025-02-18,2025-03-13,Released
SO01832,CUST019,FG0086,234,25040,2025-02-28,2025-03-20,Shipped
SO01833,CUST036,FG0026,127,52197,2025-07-05,2025-07-28,Released
SO01834,CUST033,FG0072,108,40215,2026-06-03,2026-06-25,Shipped
SO01835,CUST097,FG0031,120,57808,2025-10-07,2025-10-31,Shipped
SO01836,CUST091,FG0014,97,61130,2026-06-19,2026-07-05,Released
SO01837,CUST047,FG0003,260,32553,2025-11-20,2025-12-04,Shipped
SO01838,CUST036,FG0003,135,53019,2025-05-22,2025-06-09,Shipped
SO01839,CUST014,FG0087,86,53974,2025-10-28,2025-11-22,Open
SO01840,CUST085,FG0064,179,63803,2025-10-25,2025-11-06,Released
SO01841,CUST042,FG0024,245,18081,2026-02-22,2026-03-07,Shipped
SO01842,CUST061,FG0089,290,64918,2026-01-22,2026-02-04,Open
SO01843,CUST026,FG0090,40,69774,2025-01-06,2025-01-31,Shipped
SO01844,CUST062,FG0084,22,64379,2026-03-04,2026-03-21,Released
SO01845,CUST010,FG0009,91,27607,2025-05-04,2025-05-09,Open
