Prod_Order_No,Component_Item_ID,Required_Qty,Available_Qty,Shortage_Qty
MO00131,RM0112,2480,268,2212
MO00131,RM0352,620,134,486
MO00131,RM0191,1860,1190,670
MO00131,RM0255,310,149,161
MO00131,RM0325,1240,243,997
MO00132,RM0352,1758,449,1309
MO00132,RM0460,1758,816,942
MO00132,RM0178,2344,344,2000
MO00132,RM0173,1172,369,803
MO00132,RM0409,2051,1368,683
MO00132,RM0474,1465,621,844
MO00133,RM0282,828,113,715
MO00133,RM0208,1656,459,1197
MO00133,RM0414,828,763,65
MO00133,RM0477,1656,1449,207
MO00133,RM0436,1380,191,1189
MO00133,RM0446,828,476,352
MO00133,RM0289,1104,600,504
MO00134,RM0153,2328,1387,941
MO00134,RM0192,2037,1439,598
MO00134,RM0390,1455,1103,352
MO00134,RM0413,2328,1813,515
MO00134,RM0323,2328,1997,331
MO00134,RM0118,291,52,239
MO00134,RM0304,1455,758,697
MO00135,RM0410,185,5,180
MO00135,RM0470,222,203,19
MO00135,RM0457,74,33,41
MO00135,RM0319,148,133,15
MO00135,RM0110,259,143,116
MO00135,RM0246,148,136,12
MO00135,RM0426,111,32,79
MO00136,RM0282,480,400,80
MO00136,RM0208,960,897,63
MO00136,RM0414,480,237,243
MO00136,RM0477,960,182,778
MO00136,RM0436,800,136,664
MO00136,RM0446,480,153,327
MO00136,RM0289,640,208,432
MO00137,RM0406,1680,574,1106
MO00137,RM0202,280,142,138
MO00137,RM0442,280,175,105
MO00137,RM0415,1400,554,846
MO00138,RM0384,774,443,331
MO00138,RM0156,387,241,146
MO00138,RM0102,516,305,211
MO00138,RM0307,645,553,92
MO00138,RM0101,516,481,35
MO00138,RM0278,774,584,190
MO00138,RM0468,387,155,232
MO00139,RM0234,1800,1520,280
MO00139,RM0176,1800,490,1310
MO00139,RM0342,1350,885,465
MO00139,RM0177,450,281,169
MO00139,RM0482,225,105,120
MO00139,RM0161,225,190,35
MO00139,RM0449,1350,1169,181
MO00139,RM0287,675,669,6
MO00140,RM0418,2310,1147,1163
MO00140,RM0256,660,279,381
MO00140,RM0372,1980,1876,104
MO00140,RM0262,1650,1568,82
MO00140,RM0468,2640,1873,767
MO00140,RM0451,990,873,117
MO00140,RM0338,990,820,170
MO00141,RM0145,320,276,44
MO00141,RM0156,200,178,22
MO00141,RM0446,160,103,57
MO00141,RM0224,120,62,58
MO00141,RM0434,200,116,84
MO00142,RM0483,2436,1909,527
MO00142,RM0328,1392,716,676
MO00142,RM0411,2784,2063,721
MO00142,RM0417,2088,153,1935
MO00142,RM0335,2436,135,2301
MO00142,RM0116,348,245,103
MO00142,RM0152,2436,1448,988
MO00143,RM0149,230,171,59
MO00143,RM0291,92,85,7
MO00143,RM0184,276,74,202
MO00143,RM0462,322,298,24
MO00143,RM0459,46,35,11
MO00143,RM0251,322,25,297
MO00143,RM0329,368,89,279
MO00144,RM0215,850,181,669
MO00144,RM0202,1020,692,328
MO00144,RM0139,1020,699,321
MO00144,RM0404,850,768,82
MO00144,RM0331,170,133,37
MO00144,RM0157,1360,1197,163
MO00144,RM0152,340,175,165
MO00144,RM0147,510,347,163
MO00145,RM0384,1185,893,292
MO00145,RM0443,1896,1611,285
MO00145,RM0356,474,232,242
MO00145,RM0464,237,142,95
MO00145,RM0442,1185,300,885
MO00145,RM0187,1185,843,342
MO00146,RM0389,435,357,78
MO00146,RM0142,1160,652,508
MO00146,RM0497,435,273,162
MO00146,RM0376,145,18,127
MO00146,RM0235,435,42,393
MO00146,RM0119,870,59,811
MO00146,RM0251,290,64,226
MO00146,RM0474,435,37,398
MO00147,RM0192,1992,585,1407
MO00147,RM0346,249,21,228
MO00147,RM0126,1743,890,853
MO00147,RM0484,249,99,150
MO00147,RM0286,249,217,32
MO00147,RM0416,1992,556,1436
MO00147,RM0371,1743,514,1229
MO00147,RM0344,498,106,392
MO00148,RM0184,58,26,32
MO00148,RM0384,116,70,46
MO00148,RM0112,87,71,16
MO00148,RM0167,29,27,2
MO00148,RM0256,203,47,156
MO00149,RM0384,970,893,77
MO00149,RM0443,1552,264,1288
MO00149,RM0356,388,75,313
MO00149,RM0464,194,87,107
MO00149,RM0442,970,417,553
MO00149,RM0187,970,193,777
MO00150,RM0140,303,4,299
MO00150,RM0320,101,5,96
MO00150,RM0457,707,341,366
MO00150,RM0184,707,261,446
MO00150,RM0368,202,128,74
MO00150,RM0285,202,106,96
MO00151,RM0425,595,367,228
MO00151,RM0290,476,349,127
MO00151,RM0199,952,775,177
MO00151,RM0396,714,688,26
MO00151,RM0386,595,94,501
MO00151,RM0390,357,304,53
MO00151,RM0113,238,177,61
MO00152,RM0140,786,327,459
MO00152,RM0320,262,29,233
MO00152,RM0457,1834,1221,613
MO00152,RM0184,1834,1196,638
MO00152,RM0368,524,409,115
MO00152,RM0285,524,511,13
MO00153,RM0343,245,65,180
MO00153,RM0447,140,106,34
MO00153,RM0473,105,63,42
MO00153,RM0141,280,174,106
MO00153,RM0484,280,99,181
MO00153,RM0375,245,111,134
MO00153,RM0396,140,56,84
MO00153,RM0490,280,261,19
MO00154,RM0363,1315,1261,54
MO00154,RM0341,263,122,141
MO00154,RM0205,789,170,619
MO00154,RM0356,526,329,197
MO00154,RM0238,789,350,439
MO00154,RM0325,526,381,145
MO00154,RM0445,1578,956,622
MO00155,RM0387,1212,642,570
MO00155,RM0191,606,384,222
MO00155,RM0481,1414,62,1352
MO00155,RM0239,404,59,345
MO00155,RM0372,606,204,402
MO00155,RM0256,808,228,580
MO00155,RM0154,1212,670,542
MO00155,RM0278,202,63,139
MO00156,RM0378,177,43,134
MO00156,RM0446,413,88,325
MO00156,RM0290,118,61,57
MO00156,RM0427,354,88,266
MO00156,RM0231,118,96,22
MO00157,RM0369,1758,1461,297
MO00157,RM0376,1758,727,1031
MO00157,RM0252,2051,1107,944
MO00157,RM0239,586,21,565
MO00158,RM0140,270,82,188
MO00158,RM0320,90,76,14
MO00158,RM0457,630,217,413
MO00158,RM0184,630,290,340
MO00158,RM0368,180,146,34
MO00158,RM0285,180,50,130
MO00159,RM0129,875,434,441
MO00159,RM0190,250,66,184
MO00159,RM0471,875,26,849
MO00159,RM0448,500,373,127
MO00159,RM0103,500,36,464
MO00159,RM0229,375,354,21
MO00159,RM0151,625,615,10
MO00160,RM0343,1771,1101,670
MO00160,RM0447,1012,679,333
MO00160,RM0473,759,349,410
MO00160,RM0141,2024,1244,780
MO00160,RM0484,2024,1952,72
MO00160,RM0375,1771,324,1447
MO00160,RM0396,1012,717,295
MO00160,RM0490,2024,120,1904
MO00161,RM0381,280,254,26
MO00161,RM0277,80,18,62
MO00161,RM0112,320,197,123
MO00161,RM0352,80,29,51
MO00161,RM0191,240,105,135
MO00161,RM0255,40,34,6
MO00161,RM0325,160,85,75
MO00162,RM0483,1463,1188,275
MO00162,RM0328,836,186,650
MO00162,RM0411,1672,1503,169
MO00162,RM0417,1254,811,443
MO00162,RM0335,1463,174,1289
MO00162,RM0116,209,135,74
MO00162,RM0152,1463,1236,227
MO00163,RM0446,1268,414,854
MO00163,RM0451,951,39,912
MO00163,RM0465,2536,2195,341
MO00163,RM0195,951,288,663
MO00163,RM0360,1902,1091,811
MO00163,RM0224,634,298,336
MO00164,RM0185,1584,1079,505
MO00164,RM0131,264,191,73
MO00164,RM0167,528,277,251
MO00164,RM0151,264,50,214
MO00165,RM0418,1638,245,1393
MO00165,RM0256,468,175,293
MO00165,RM0372,1404,495,909
MO00165,RM0262,1170,1041,129
MO00165,RM0468,1872,861,1011
MO00165,RM0451,702,657,45
MO00165,RM0338,702,671,31
MO00166,RM0381,287,102,185
MO00166,RM0277,82,4,78
MO00166,RM0112,328,13,315
MO00166,RM0352,82,6,76
MO00166,RM0191,246,145,101
MO00166,RM0255,41,23,18
MO00166,RM0325,164,122,42
MO00167,RM0238,2392,549,1843
MO00167,RM0176,1495,123,1372
MO00167,RM0459,1495,54,1441
MO00167,RM0104,1495,76,1419
MO00167,RM0445,2093,1410,683
MO00167,RM0212,1196,560,636
MO00168,RM0343,343,199,144
MO00168,RM0447,196,8,188
MO00168,RM0473,147,104,43
MO00168,RM0141,392,262,130
MO00168,RM0484,392,58,334
MO00168,RM0375,343,135,208
MO00168,RM0396,196,39,157
MO00168,RM0490,392,232,160
MO00169,RM0199,1155,942,213
MO00169,RM0300,2310,1907,403
MO00169,RM0235,385,111,274
MO00169,RM0221,1925,429,1496
MO00169,RM0334,1540,185,1355
MO00170,RM0222,1156,267,889
MO00170,RM0485,2023,1812,211
MO00170,RM0181,1445,241,1204
MO00170,RM0224,578,261,317
MO00170,RM0420,1445,701,744
MO00170,RM0332,1156,855,301
MO00171,RM0239,1932,1688,244
MO00171,RM0237,322,312,10
MO00171,RM0303,966,747,219
MO00171,RM0468,644,512,132
MO00171,RM0191,966,881,85
MO00171,RM0463,2576,2346,230
MO00172,RM0328,562,73,489
MO00172,RM0306,843,105,738
MO00172,RM0315,843,356,487
MO00172,RM0296,1967,1421,546
MO00172,RM0113,2248,183,2065
MO00172,RM0378,2248,1842,406
MO00172,RM0363,2248,1982,266
MO00172,RM0165,2248,776,1472
MO00173,RM0199,423,205,218
MO00173,RM0300,846,88,758
MO00173,RM0235,141,39,102
MO00173,RM0221,705,49,656
MO00173,RM0334,564,544,20
MO00174,RM0349,2058,1112,946
MO00174,RM0491,2352,1548,804
MO00174,RM0290,588,40,548
MO00174,RM0180,882,807,75
MO00174,RM0150,882,848,34
MO00174,RM0296,588,87,501
MO00174,RM0288,1176,435,741
MO00175,RM0141,1016,497,519
MO00175,RM0130,762,515,247
MO00175,RM0419,254,115,139
MO00175,RM0275,889,325,564
MO00175,RM0302,762,744,18
MO00176,RM0323,544,150,394
MO00176,RM0385,476,448,28
MO00176,RM0347,544,386,158
MO00176,RM0329,408,385,23
MO00176,RM0364,476,330,146
MO00176,RM0276,476,30,446
MO00177,RM0112,93,6,87
MO00177,RM0246,93,2,91
MO00177,RM0160,186,103,83
MO00177,RM0207,372,104,268
MO00177,RM0312,558,197,361
MO00178,RM0372,365,222,143
MO00178,RM0127,292,12,280
MO00178,RM0346,438,177,261
MO00178,RM0444,584,409,175
MO00179,RM0396,450,243,207
MO00179,RM0267,525,477,48
MO00179,RM0131,375,231,144
MO00179,RM0296,300,252,48
MO00179,RM0392,375,88,287
MO00180,RM0279,1232,495,737
MO00180,RM0236,924,210,714
MO00180,RM0464,308,25,283
MO00180,RM0233,1540,263,1277
MO00181,RM0425,725,36,689
MO00181,RM0290,580,280,300
MO00181,RM0199,1160,86,1074
MO00181,RM0396,870,28,842
MO00181,RM0386,725,603,122
MO00181,RM0390,435,214,221
MO00181,RM0113,290,205,85
MO00182,RM0185,630,28,602
MO00182,RM0131,105,46,59
MO00182,RM0167,210,46,164
MO00182,RM0151,105,61,44
MO00183,RM0367,247,39,208
MO00183,RM0389,1729,680,1049
MO00183,RM0232,1235,274,961
MO00183,RM0400,1729,1576,153
MO00183,RM0429,494,0,494
MO00183,RM0143,247,214,33
MO00184,RM0231,2520,2266,254
MO00184,RM0340,945,197,748
MO00184,RM0380,1575,32,1543
MO00184,RM0182,1890,594,1296
MO00184,RM0442,1575,287,1288
MO00184,RM0132,2205,1397,808
MO00185,RM0445,1340,65,1275
MO00185,RM0234,1340,232,1108
MO00185,RM0415,335,250,85
MO00185,RM0368,1675,231,1444
MO00185,RM0241,335,25,310
MO00185,RM0426,1675,810,865
MO00185,RM0454,670,307,363
MO00185,RM0346,335,92,243
MO00186,RM0370,360,44,316
MO00186,RM0266,135,3,132
MO00186,RM0287,45,6,39
MO00186,RM0248,135,7,128
MO00186,RM0365,180,180,0
MO00186,RM0209,360,101,259
MO00187,RM0129,1561,410,1151
MO00187,RM0190,446,8,438
MO00187,RM0471,1561,1170,391
MO00187,RM0448,892,104,788
MO00187,RM0103,892,4,888
MO00187,RM0229,669,147,522
MO00187,RM0151,1115,1084,31
MO00188,RM0446,1008,81,927
MO00188,RM0461,144,1,143
MO00188,RM0388,720,63,657
MO00188,RM0246,1152,696,456
MO00188,RM0299,576,329,247
MO00188,RM0258,432,415,17
MO00188,RM0486,720,89,631
MO00189,RM0417,159,71,88
MO00189,RM0458,371,107,264
MO00189,RM0165,371,248,123
MO00189,RM0242,212,44,168
MO00189,RM0222,106,75,31
MO00189,RM0155,159,111,48
MO00190,RM0407,384,73,311
MO00190,RM0500,1024,509,515
MO00190,RM0345,128,94,34
MO00190,RM0215,512,333,179
MO00190,RM0340,384,237,147
MO00190,RM0376,768,277,491
MO00191,RM0145,856,776,80
MO00191,RM0156,535,134,401
MO00191,RM0446,428,50,378
MO00191,RM0224,321,156,165
MO00191,RM0434,535,296,239
MO00192,RM0352,1482,1114,368
MO00192,RM0460,1482,1103,379
MO00192,RM0178,1976,659,1317
MO00192,RM0173,988,978,10
MO00192,RM0409,1729,1727,2
MO00192,RM0474,1235,510,725
MO00193,RM0439,1685,325,1360
MO00193,RM0423,1011,1009,2
MO00193,RM0473,2696,1830,866
MO00193,RM0305,2022,1588,434
MO00193,RM0287,2359,532,1827
MO00193,RM0348,1011,43,968
MO00194,RM0367,172,150,22
MO00194,RM0389,1204,156,1048
MO00194,RM0232,860,835,25
MO00194,RM0400,1204,364,840
MO00194,RM0429,344,8,336
MO00194,RM0143,172,38,134
MO00195,RM0231,1632,285,1347
MO00195,RM0340,612,334,278
MO00195,RM0380,1020,722,298
MO00195,RM0182,1224,528,696
MO00195,RM0442,1020,191,829
MO00195,RM0132,1428,813,615
MO00196,RM0433,772,130,642
MO00196,RM0110,772,530,242
MO00196,RM0251,3088,2935,153
MO00196,RM0479,3088,74,3014
MO00196,RM0273,772,557,215
MO00196,RM0235,3088,1470,1618
MO00197,RM0456,347,187,160
MO00197,RM0178,694,237,457
MO00197,RM0387,1735,734,1001
MO00197,RM0473,347,221,126
MO00198,RM0247,2320,1086,1234
MO00198,RM0435,580,312,268
MO00198,RM0336,290,19,271
MO00198,RM0107,1450,1303,147
MO00198,RM0458,2030,1350,680
MO00198,RM0460,2030,490,1540
MO00198,RM0487,2030,1196,834
MO00198,RM0292,290,94,196
MO00199,RM0231,288,210,78
MO00199,RM0340,108,40,68
MO00199,RM0380,180,12,168
MO00199,RM0182,216,82,134
MO00199,RM0442,180,2,178
MO00199,RM0132,252,82,170
MO00200,RM0374,328,223,105
MO00200,RM0444,246,90,156
MO00200,RM0117,164,59,105
MO00200,RM0458,164,105,59
MO00200,RM0210,164,139,25
MO00200,RM0153,410,339,71
MO00201,RM0341,452,286,166
MO00201,RM0377,452,329,123
MO00201,RM0436,452,287,165
MO00201,RM0150,678,498,180
MO00201,RM0128,904,28,876
MO00201,RM0251,791,644,147
MO00201,RM0387,565,298,267
MO00202,RM0466,3144,2139,1005
MO00202,RM0482,2358,1406,952
MO00202,RM0342,2358,10,2348
MO00202,RM0172,2751,2224,527
MO00202,RM0130,786,706,80
MO00203,RM0199,84,22,62
MO00203,RM0300,168,161,7
MO00203,RM0235,28,23,5
MO00203,RM0221,140,49,91
MO00203,RM0334,112,61,51
MO00204,RM0374,1236,831,405
MO00204,RM0249,824,427,397
MO00204,RM0140,206,161,45
MO00204,RM0251,206,192,14
MO00204,RM0157,1030,454,576
MO00204,RM0244,412,60,352
MO00204,RM0150,412,187,225
MO00204,RM0293,824,401,423
MO00205,RM0366,190,98,92
MO00205,RM0290,570,8,562
MO00205,RM0490,95,55,40
MO00205,RM0312,760,166,594
MO00205,RM0235,380,202,178
MO00205,RM0234,95,64,31
MO00205,RM0454,570,387,183
MO00205,RM0476,760,654,106
MO00206,RM0279,1077,1076,1
MO00206,RM0237,1436,3,1433
MO00206,RM0427,1795,235,1560
MO00206,RM0393,1436,798,638
MO00206,RM0397,718,495,223
MO00206,RM0428,359,166,193
MO00206,RM0417,2872,1296,1576
MO00206,RM0307,2154,1743,411
MO00207,RM0474,1988,1784,204
MO00207,RM0328,2272,895,1377
MO00207,RM0187,1988,830,1158
MO00207,RM0450,852,305,547
MO00207,RM0333,1136,438,698
MO00207,RM0230,1420,200,1220
MO00207,RM0199,1420,1049,371
MO00207,RM0334,1136,218,918
MO00208,RM0410,770,220,550
MO00208,RM0470,924,806,118
MO00208,RM0457,308,120,188
MO00208,RM0319,616,442,174
MO00208,RM0110,1078,469,609
MO00208,RM0246,616,359,257
MO00208,RM0426,462,58,404
MO00209,RM0111,118,89,29
MO00209,RM0476,826,815,11
MO00209,RM0486,590,492,98
MO00209,RM0234,354,85,269
MO00209,RM0422,472,400,72
MO00209,RM0352,236,126,110
MO00210,RM0446,371,46,325
MO00210,RM0286,2968,2830,138
MO00210,RM0378,2968,642,2326
MO00210,RM0134,371,32,339
MO00210,RM0328,1113,59,1054
MO00211,RM0219,965,494,471
MO00211,RM0351,386,117,269
MO00211,RM0461,193,95,98
MO00211,RM0347,193,51,142
MO00211,RM0399,193,89,104
MO00211,RM0161,1351,1240,111
MO00211,RM0293,965,699,266
MO00212,RM0389,291,52,239
MO00212,RM0142,776,421,355
MO00212,RM0497,291,71,220
MO00212,RM0376,97,36,61
MO00212,RM0235,291,214,77
MO00212,RM0119,582,109,473
MO00212,RM0251,194,133,61
MO00212,RM0474,291,170,121
MO00213,RM0417,855,570,285
MO00213,RM0458,1995,1479,516
MO00213,RM0165,1995,1769,226
MO00213,RM0242,1140,897,243
MO00213,RM0222,570,8,562
MO00213,RM0155,855,701,154
MO00214,RM0381,1421,954,467
MO00214,RM0277,406,43,363
MO00214,RM0112,1624,391,1233
MO00214,RM0352,406,67,339
MO00214,RM0191,1218,1160,58
MO00214,RM0255,203,175,28
MO00214,RM0325,812,77,735
MO00215,RM0139,525,292,233
MO00215,RM0123,840,777,63
MO00215,RM0285,210,156,54
MO00215,RM0461,315,162,153
MO00215,RM0426,630,139,491
MO00215,RM0113,315,154,161
MO00215,RM0220,210,26,184
MO00216,RM0370,1740,539,1201
MO00216,RM0102,1450,709,741
MO00216,RM0318,870,517,353
MO00216,RM0310,290,260,30
MO00216,RM0494,290,163,127
MO00217,RM0417,801,474,327
MO00217,RM0458,1869,468,1401
MO00217,RM0165,1869,1125,744
MO00217,RM0242,1068,228,840
MO00217,RM0222,534,126,408
MO00217,RM0155,801,103,698
MO00218,RM0340,1302,570,732
MO00218,RM0154,1302,1163,139
MO00218,RM0443,744,216,528
MO00218,RM0206,1302,872,430
MO00218,RM0200,1302,1257,45
MO00218,RM0175,744,4,740
MO00218,RM0123,1302,1168,134
MO00219,RM0370,1296,955,341
MO00219,RM0491,648,399,249
MO00219,RM0169,648,146,502
MO00219,RM0482,1296,454,842
MO00220,RM0141,1384,391,993
MO00220,RM0130,1038,398,640
MO00220,RM0419,346,261,85
MO00220,RM0275,1211,10,1201
MO00220,RM0302,1038,83,955
MO00221,RM0113,144,116,28
MO00221,RM0466,288,75,213
MO00221,RM0500,504,153,351
MO00221,RM0450,288,193,95
MO00221,RM0424,360,30,330
MO00222,RM0294,144,1,143
MO00222,RM0159,144,8,136
MO00222,RM0384,432,162,270
MO00222,RM0497,1152,603,549
MO00222,RM0434,576,410,166
MO00222,RM0223,432,299,133
MO00222,RM0289,432,204,228
MO00222,RM0443,288,213,75
MO00223,RM0169,1210,288,922
MO00223,RM0338,1452,178,1274
MO00223,RM0482,242,43,199
MO00223,RM0318,1694,1261,433
MO00223,RM0187,1936,1878,58
MO00224,RM0445,580,416,164
MO00224,RM0234,580,161,419
MO00224,RM0415,145,85,60
MO00224,RM0368,725,404,321
MO00224,RM0241,145,128,17
MO00224,RM0426,725,699,26
MO00224,RM0454,290,54,236
MO00224,RM0346,145,48,97
MO00225,RM0349,1407,1098,309
MO00225,RM0491,1608,659,949
MO00225,RM0290,402,287,115
MO00225,RM0180,603,380,223
MO00225,RM0150,603,118,485
MO00225,RM0296,402,40,362
MO00225,RM0288,804,260,544
MO00226,RM0323,1712,51,1661
MO00226,RM0385,1498,1048,450
MO00226,RM0347,1712,10,1702
MO00226,RM0329,1284,1252,32
MO00226,RM0364,1498,638,860
MO00226,RM0276,1498,776,722
MO00227,RM0301,531,222,309
MO00227,RM0470,708,176,532
MO00227,RM0197,354,102,252
MO00227,RM0313,177,39,138
MO00227,RM0149,1416,1221,195
MO00227,RM0284,885,710,175
MO00227,RM0137,708,254,454
MO00227,RM0437,1062,971,91
MO00228,RM0279,783,718,65
MO00228,RM0237,1044,141,903
MO00228,RM0427,1305,176,1129
MO00228,RM0393,1044,117,927
MO00228,RM0397,522,458,64
MO00228,RM0428,261,150,111
MO00228,RM0417,2088,198,1890
MO00228,RM0307,1566,315,1251
MO00229,RM0387,2124,603,1521
MO00229,RM0191,1062,826,236
MO00229,RM0481,2478,1383,1095
MO00229,RM0239,708,494,214
MO00229,RM0372,1062,465,597
MO00229,RM0256,1416,368,1048
MO00229,RM0154,2124,1360,764
MO00229,RM0278,354,230,124
MO00230,RM0490,1365,888,477
MO00230,RM0180,1365,537,828
MO00230,RM0119,1092,537,555
MO00230,RM0136,2184,940,1244
MO00230,RM0416,1638,727,911
MO00230,RM0134,819,654,165
MO00230,RM0432,819,36,783
MO00230,RM0303,1638,1423,215
MO00231,RM0446,938,601,337
MO00231,RM0461,134,35,99
MO00231,RM0388,670,250,420
MO00231,RM0246,1072,861,211
MO00231,RM0299,536,139,397
MO00231,RM0258,402,173,229
MO00231,RM0486,670,608,62
MO00232,RM0234,368,275,93
MO00232,RM0176,368,49,319
MO00232,RM0342,276,25,251
MO00232,RM0177,92,16,76
MO00232,RM0482,46,37,9
MO00232,RM0161,46,27,19
MO00232,RM0449,276,58,218
MO00232,RM0287,138,99,39
MO00233,RM0211,293,266,27
MO00233,RM0305,879,862,17
MO00233,RM0217,1465,1054,411
MO00233,RM0192,586,24,562
MO00233,RM0164,2344,762,1582
MO00233,RM0243,293,107,186
MO00233,RM0357,1172,779,393
MO00234,RM0445,1564,890,674
MO00234,RM0234,1564,897,667
MO00234,RM0415,391,77,314
MO00234,RM0368,1955,86,1869
MO00234,RM0241,391,146,245
MO00234,RM0426,1955,321,1634
MO00234,RM0454,782,44,738
MO00234,RM0346,391,260,131
MO00235,RM0446,1554,1459,95
MO00235,RM0312,1776,93,1683
MO00235,RM0229,1332,54,1278
MO00235,RM0121,1110,304,806
MO00235,RM0462,1110,240,870
MO00235,RM0425,1554,1,1553
MO00235,RM0255,888,500,388
MO00236,RM0459,192,152,40
MO00236,RM0133,144,99,45
MO00236,RM0124,120,117,3
MO00236,RM0482,48,39,9
MO00236,RM0138,144,24,120
MO00236,RM0101,120,95,25
MO00236,RM0382,144,40,104
MO00237,RM0424,1584,1325,259
MO00237,RM0381,1848,52,1796
MO00237,RM0299,792,381,411
MO00237,RM0422,1056,338,718
MO00238,RM0171,282,242,40
MO00238,RM0397,1128,425,703
MO00238,RM0363,1128,922,206
MO00238,RM0109,987,700,287
MO00238,RM0168,846,580,266
MO00238,RM0120,1128,215,913
MO00238,RM0456,705,67,638
MO00238,RM0125,141,14,127
MO00239,RM0349,1085,1039,46
MO00239,RM0491,1240,730,510
MO00239,RM0290,310,117,193
MO00239,RM0180,465,369,96
MO00239,RM0150,465,99,366
MO00239,RM0296,310,2,308
MO00239,RM0288,620,523,97
MO00240,RM0441,222,33,189
MO00240,RM0400,222,13,209
MO00240,RM0274,111,100,11
MO00240,RM0261,74,66,8
MO00240,RM0342,74,71,3
MO00241,RM0112,168,133,35
MO00241,RM0246,168,54,114
MO00241,RM0160,336,62,274
MO00241,RM0207,672,625,47
MO00241,RM0312,1008,74,934
MO00242,RM0446,180,160,20
MO00242,RM0451,135,101,34
MO00242,RM0465,360,342,18
MO00242,RM0195,135,106,29
MO00242,RM0360,270,253,17
MO00242,RM0224,90,56,34
MO00243,RM0120,1100,1028,72
MO00243,RM0486,275,112,163
MO00243,RM0462,550,142,408
MO00243,RM0393,1375,1140,235
MO00243,RM0153,2200,1550,650
MO00244,RM0141,2936,2001,935
MO00244,RM0130,2202,578,1624
MO00244,RM0419,734,612,122
MO00244,RM0275,2569,348,2221
MO00244,RM0302,2202,1521,681
MO00245,RM0433,458,30,428
MO00245,RM0110,458,405,53
MO00245,RM0251,1832,1725,107
MO00245,RM0479,1832,1046,786
MO00245,RM0273,458,293,165
MO00245,RM0235,1832,1086,746
MO00246,RM0446,1960,383,1577
MO00246,RM0164,2352,740,1612
MO00246,RM0184,1568,331,1237
MO00246,RM0112,1568,1378,190
MO00246,RM0300,2352,1616,736
MO00247,RM0366,650,621,29
MO00247,RM0290,1950,886,1064
MO00247,RM0490,325,139,186
MO00247,RM0312,2600,1807,793
MO00247,RM0235,1300,376,924
MO00247,RM0234,325,263,62
MO00247,RM0454,1950,991,959
MO00247,RM0476,2600,691,1909
MO00248,RM0279,1256,1211,45
MO00248,RM0236,942,406,536
MO00248,RM0464,314,310,4
MO00248,RM0233,1570,1532,38
MO00249,RM0424,1956,657,1299
MO00249,RM0381,2282,1875,407
MO00249,RM0299,978,442,536
MO00249,RM0422,1304,813,491
MO00250,RM0330,868,449,419
MO00250,RM0485,1302,965,337
MO00250,RM0101,1302,873,429
MO00250,RM0258,1302,478,824
MO00250,RM0465,1736,630,1106
MO00251,RM0120,1376,374,1002
MO00251,RM0486,344,176,168
MO00251,RM0462,688,324,364
MO00251,RM0393,1720,512,1208
MO00251,RM0153,2752,1673,1079
MO00252,RM0192,448,435,13
MO00252,RM0346,56,8,48
MO00252,RM0126,392,361,31
MO00252,RM0484,56,15,41
MO00252,RM0286,56,52,4
MO00252,RM0416,448,275,173
MO00252,RM0371,392,113,279
MO00252,RM0344,112,16,96
MO00253,RM0215,1380,406,974
MO00253,RM0202,1656,779,877
MO00253,RM0139,1656,1188,468
MO00253,RM0404,1380,101,1279
MO00253,RM0331,276,169,107
MO00253,RM0157,2208,105,2103
MO00253,RM0152,552,454,98
MO00253,RM0147,828,640,188
MO00254,RM0374,524,40,484
MO00254,RM0444,393,312,81
MO00254,RM0117,262,125,137
MO00254,RM0458,262,31,231
MO00254,RM0210,262,112,150
MO00254,RM0153,655,17,638
MO00255,RM0219,1372,211,1161
MO00255,RM0131,1568,1423,145
MO00255,RM0184,980,405,575
MO00255,RM0224,1568,1515,53
MO00255,RM0340,1372,1064,308
MO00255,RM0403,196,3,193
MO00255,RM0232,784,380,404
MO00256,RM0330,392,379,13
MO00256,RM0485,588,448,140
MO00256,RM0101,588,552,36
MO00256,RM0258,588,506,82
MO00256,RM0465,784,516,268
MO00257,RM0370,344,238,106
MO00257,RM0266,129,55,74
MO00257,RM0287,43,27,16
MO00257,RM0248,129,58,71
MO00257,RM0365,172,79,93
MO00257,RM0209,344,102,242
MO00258,RM0384,1170,525,645
MO00258,RM0156,585,448,137
MO00258,RM0102,780,705,75
MO00258,RM0307,975,642,333
MO00258,RM0101,780,641,139
MO00258,RM0278,1170,450,720
MO00258,RM0468,585,128,457
MO00259,RM0149,985,104,881
MO00259,RM0291,394,159,235
MO00259,RM0184,1182,510,672
MO00259,RM0462,1379,1369,10
MO00259,RM0459,197,191,6
MO00259,RM0251,1379,1050,329
MO00259,RM0329,1576,303,1273
MO00260,RM0451,165,3,162
MO00260,RM0412,275,183,92
MO00260,RM0120,385,171,214
MO00260,RM0204,55,12,43
MO00260,RM0145,385,100,285
MO00261,RM0112,34,13,21
MO00261,RM0246,34,21,13
MO00261,RM0160,68,57,11
MO00261,RM0207,136,51,85
